"","발생일","발생지_시군구","total사고건수","평균기온","일강수량","평균상대습도","합계일조시간"
"1","2017-01-01","강남구",7,3.5,0,75.9,1.7
"2","2017-01-01","강동구",2,2.3,0,75.9,1.7
"3","2017-01-01","강북구",2,3.8,0,75.9,1.7
"4","2017-01-01","강서구",6,4.8,0,75.9,1.7
"5","2017-01-01","관악구",2,3.5,0,75.9,1.7
"6","2017-01-01","광진구",2,3.2,0,75.9,1.7
"7","2017-01-01","구로구",1,3.8,0,75.9,1.7
"8","2017-01-01","금천구",4,4.6,0,75.9,1.7
"9","2017-01-01","노원구",3,0.9,0,75.9,1.7
"10","2017-01-01","도봉구",1,2.6,0,75.9,1.7
"11","2017-01-01","동대문구",5,3.8,0,75.9,1.7
"12","2017-01-01","동작구",4,2.1,0,75.9,1.7
"13","2017-01-01","마포구",2,4.5,0,75.9,1.7
"14","2017-01-01","서초구",4,3.6,0,75.9,1.7
"15","2017-01-01","송파구",6,4.2,0,75.9,1.7
"16","2017-01-01","양천구",1,4.5,0,75.9,1.7
"17","2017-01-01","영등포구",3,4.9,0,75.9,1.7
"18","2017-01-01","용산구",6,4,0,75.9,1.7
"19","2017-01-01","은평구",2,1.7,0,75.9,1.7
"20","2017-01-01","종로구",3,2.5,0,75.9,1.7
"21","2017-01-01","중구",1,3.4,0,75.9,1.7
"22","2017-01-01","중랑구",6,3.5,0,75.9,1.7
"23","2017-01-02","강남구",6,6.2,0,77.8,2.7
"24","2017-01-02","강동구",3,5.2,0,77.8,2.7
"25","2017-01-02","강북구",3,6.1,0,77.8,2.7
"26","2017-01-02","강서구",4,6,0,77.8,2.7
"27","2017-01-02","관악구",2,5.4,0,77.8,2.7
"28","2017-01-02","광진구",5,6,0,77.8,2.7
"29","2017-01-02","구로구",5,5.6,0,77.8,2.7
"30","2017-01-02","금천구",2,6.4,0,77.8,2.7
"31","2017-01-02","노원구",4,4.7,0,77.8,2.7
"32","2017-01-02","도봉구",2,5.6,0,77.8,2.7
"33","2017-01-02","동대문구",1,6.1,0.5,77.8,2.7
"34","2017-01-02","동작구",3,5.8,0,77.8,2.7
"35","2017-01-02","마포구",8,5.9,0,77.8,2.7
"36","2017-01-02","서대문구",2,5.7,0,77.8,2.7
"37","2017-01-02","서초구",5,6.6,0,77.8,2.7
"38","2017-01-02","성동구",2,6.7,0.5,77.8,2.7
"39","2017-01-02","성북구",3,5.3,0,77.8,2.7
"40","2017-01-02","송파구",4,6.5,0,77.8,2.7
"41","2017-01-02","영등포구",6,6.4,0,77.8,2.7
"42","2017-01-02","용산구",3,6.2,0,77.8,2.7
"43","2017-01-02","은평구",2,5.2,0,77.8,2.7
"44","2017-01-02","종로구",2,4,0,77.8,2.7
"45","2017-01-02","중구",3,4.7,0,77.8,2.7
"46","2017-01-02","중랑구",2,6,0.5,77.8,2.7
"47","2017-01-03","강남구",10,4,0,61.8,8.9
"48","2017-01-03","강북구",1,3.3,0,61.8,8.9
"49","2017-01-03","강서구",3,3.5,0,61.8,8.9
"50","2017-01-03","관악구",5,1.2,0,61.8,8.9
"51","2017-01-03","광진구",2,3.5,0,61.8,8.9
"52","2017-01-03","구로구",3,2.2,0,61.8,8.9
"53","2017-01-03","금천구",5,3.2,0,61.8,8.9
"54","2017-01-03","노원구",2,0.1,0,61.8,8.9
"55","2017-01-03","도봉구",3,1.8,0,61.8,8.9
"56","2017-01-03","동대문구",5,3.8,0,61.8,8.9
"57","2017-01-03","동작구",2,1.2,0,61.8,8.9
"58","2017-01-03","마포구",5,3.4,0,61.8,8.9
"59","2017-01-03","서대문구",2,2.1,0,61.8,8.9
"60","2017-01-03","서초구",6,3.3,0,61.8,8.9
"61","2017-01-03","성동구",4,4.3,0,61.8,8.9
"62","2017-01-03","송파구",4,4.2,0,61.8,8.9
"63","2017-01-03","양천구",7,3.6,0,61.8,8.9
"64","2017-01-03","영등포구",6,4,0,61.8,8.9
"65","2017-01-03","용산구",2,3.7,0,61.8,8.9
"66","2017-01-03","은평구",1,-0.4,0,61.8,8.9
"67","2017-01-03","종로구",4,1.3,0,61.8,8.9
"68","2017-01-03","중구",2,2.2,0,61.8,8.9
"69","2017-01-03","중랑구",4,3.4,0,61.8,8.9
"70","2017-01-04","강남구",8,5.4,0,55,8.6
"71","2017-01-04","강동구",5,3.9,0,55,8.6
"72","2017-01-04","강북구",3,5.1,0,55,8.6
"73","2017-01-04","강서구",8,4.9,0,55,8.6
"74","2017-01-04","관악구",5,3,0,55,8.6
"75","2017-01-04","광진구",2,4.7,0,55,8.6
"76","2017-01-04","구로구",1,4,0,55,8.6
"77","2017-01-04","금천구",1,4.9,0,55,8.6
"78","2017-01-04","노원구",9,1.8,0,55,8.6
"79","2017-01-04","도봉구",3,4,0,55,8.6
"80","2017-01-04","동대문구",3,5.4,0,55,8.6
"81","2017-01-04","동작구",8,2.7,0,55,8.6
"82","2017-01-04","마포구",6,4.9,0,55,8.6
"83","2017-01-04","서대문구",3,4.1,0,55,8.6
"84","2017-01-04","서초구",2,5.1,0,55,8.6
"85","2017-01-04","성동구",2,6,0,55,8.6
"86","2017-01-04","성북구",3,4.6,0,55,8.6
"87","2017-01-04","송파구",11,5.8,0,55,8.6
"88","2017-01-04","양천구",5,5.5,0,55,8.6
"89","2017-01-04","영등포구",9,5.9,0,55,8.6
"90","2017-01-04","용산구",1,5.3,0,55,8.6
"91","2017-01-04","은평구",4,1.2,0,55,8.6
"92","2017-01-04","종로구",6,3.7,0,55,8.6
"93","2017-01-04","중구",4,4.1,0,55,8.6
"94","2017-01-04","중랑구",3,5,0,55,8.6
"95","2017-01-05","강남구",6,5,0,52.3,0
"96","2017-01-05","강동구",3,4.1,0,52.3,0
"97","2017-01-05","강북구",5,4.7,0,52.3,0
"98","2017-01-05","강서구",4,4.7,0,52.3,0
"99","2017-01-05","관악구",4,4,0,52.3,0
"100","2017-01-05","광진구",1,4.9,0,52.3,0
"101","2017-01-05","구로구",6,4.6,0,52.3,0
"102","2017-01-05","금천구",3,5.1,0,52.3,0
"103","2017-01-05","노원구",4,2.8,0,52.3,0
"104","2017-01-05","도봉구",4,3.8,0,52.3,0
"105","2017-01-05","동대문구",4,5,0,52.3,0
"106","2017-01-05","동작구",2,4.1,0,52.3,0
"107","2017-01-05","마포구",7,5.3,0,52.3,0
"108","2017-01-05","서대문구",5,4.8,0,52.3,0
"109","2017-01-05","서초구",4,5.2,0,52.3,0
"110","2017-01-05","성동구",3,5.8,0,52.3,0
"111","2017-01-05","성북구",7,4.5,0,52.3,0
"112","2017-01-05","송파구",8,5.6,0,52.3,0
"113","2017-01-05","양천구",7,5.3,0,52.3,0
"114","2017-01-05","영등포구",5,5.6,0,52.3,0
"115","2017-01-05","용산구",1,5.2,0,52.3,0
"116","2017-01-05","은평구",1,3.2,0,52.3,0
"117","2017-01-05","종로구",3,3.6,0,52.3,0
"118","2017-01-05","중구",4,3.5,0,52.3,0
"119","2017-01-05","중랑구",2,4.8,0,52.3,0
"120","2017-01-06","강남구",9,6.7,0,58.5,6
"121","2017-01-06","강동구",5,5.4,0,58.5,6
"122","2017-01-06","강서구",7,6.5,0,58.5,6
"123","2017-01-06","관악구",4,4.7,0,58.5,6
"124","2017-01-06","광진구",4,6.1,0,58.5,6
"125","2017-01-06","구로구",5,6.2,0,58.5,6
"126","2017-01-06","금천구",1,6.5,0,58.5,6
"127","2017-01-06","노원구",4,3,0,58.5,6
"128","2017-01-06","도봉구",1,5.3,0,58.5,6
"129","2017-01-06","동대문구",4,6.6,0,58.5,6
"130","2017-01-06","동작구",4,4.6,0,58.5,6
"131","2017-01-06","마포구",6,6.5,0,58.5,6
"132","2017-01-06","서대문구",3,5.6,0,58.5,6
"133","2017-01-06","서초구",8,6.8,0,58.5,6
"134","2017-01-06","성동구",3,7.4,0,58.5,6
"135","2017-01-06","성북구",2,5.6,0,58.5,6
"136","2017-01-06","송파구",9,7.3,0,58.5,6
"137","2017-01-06","양천구",6,6.9,0,58.5,6
"138","2017-01-06","영등포구",3,7.1,0,58.5,6
"139","2017-01-06","용산구",1,6.5,0,58.5,6
"140","2017-01-06","은평구",3,3.7,0,58.5,6
"141","2017-01-06","종로구",2,4.4,0,58.5,6
"142","2017-01-06","중구",1,5,0,58.5,6
"143","2017-01-06","중랑구",1,6.3,0,58.5,6
"144","2017-01-07","강남구",9,5.7,0,64.9,7
"145","2017-01-07","강동구",4,4.1,0,64.9,7
"146","2017-01-07","강북구",3,5.1,0,64.9,7
"147","2017-01-07","강서구",3,5.7,0,64.9,7
"148","2017-01-07","관악구",5,3.6,0,64.9,7
"149","2017-01-07","광진구",2,5,0,64.9,7
"150","2017-01-07","구로구",4,5,0,64.9,7
"151","2017-01-07","금천구",3,6,0,64.9,7
"152","2017-01-07","노원구",8,1.2,0,64.9,7
"153","2017-01-07","도봉구",3,3.5,0,64.9,7
"154","2017-01-07","동대문구",5,5.8,0,64.9,7
"155","2017-01-07","동작구",5,3.1,0,64.9,7
"156","2017-01-07","마포구",6,6.2,0,64.9,7
"157","2017-01-07","서대문구",1,5.6,0,64.9,7
"158","2017-01-07","서초구",6,5.6,0,64.9,7
"159","2017-01-07","성동구",3,6.5,0,64.9,7
"160","2017-01-07","성북구",4,5,0,64.9,7
"161","2017-01-07","송파구",5,6,0,64.9,7
"162","2017-01-07","양천구",1,5.9,0,64.9,7
"163","2017-01-07","영등포구",6,6.4,0,64.9,7
"164","2017-01-07","용산구",5,6,0,64.9,7
"165","2017-01-07","은평구",4,1.7,0,64.9,7
"166","2017-01-07","종로구",2,4.7,0,64.9,7
"167","2017-01-07","중구",3,4.9,0,64.9,7
"168","2017-01-07","중랑구",3,5.4,0,64.9,7
"169","2017-01-08","강남구",4,7.7,0,61.4,2.9
"170","2017-01-08","강동구",4,7.2,0,61.4,2.9
"171","2017-01-08","강북구",3,7.2,0,61.4,2.9
"172","2017-01-08","관악구",1,6.5,0,61.4,2.9
"173","2017-01-08","구로구",1,7.2,0,61.4,2.9
"174","2017-01-08","노원구",4,5.7,0,61.4,2.9
"175","2017-01-08","도봉구",1,6.7,0,61.4,2.9
"176","2017-01-08","동대문구",7,7.4,0,61.4,2.9
"177","2017-01-08","동작구",5,6.3,0,61.4,2.9
"178","2017-01-08","마포구",3,7.5,0,61.4,2.9
"179","2017-01-08","서대문구",2,7.2,0,61.4,2.9
"180","2017-01-08","서초구",4,7.6,0,61.4,2.9
"181","2017-01-08","성동구",3,8.1,0,61.4,2.9
"182","2017-01-08","성북구",3,7.1,0,61.4,2.9
"183","2017-01-08","송파구",5,7.9,0,61.4,2.9
"184","2017-01-08","양천구",2,7.7,0,61.4,2.9
"185","2017-01-08","영등포구",9,7.9,0,61.4,2.9
"186","2017-01-08","용산구",1,7.5,0,61.4,2.9
"187","2017-01-08","은평구",2,5.9,0,61.4,2.9
"188","2017-01-08","종로구",1,5.5,0,61.4,2.9
"189","2017-01-08","중구",3,5.6,0,61.4,2.9
"190","2017-01-08","중랑구",4,7.4,0,61.4,2.9
"191","2017-01-09","강남구",14,3,0,60.8,6.2
"192","2017-01-09","강동구",2,3,0,60.8,6.2
"193","2017-01-09","강북구",1,2.8,0,60.8,6.2
"194","2017-01-09","강서구",5,2.3,0,60.8,6.2
"195","2017-01-09","광진구",1,3.2,0,60.8,6.2
"196","2017-01-09","구로구",3,2.5,0,60.8,6.2
"197","2017-01-09","금천구",1,2.6,0,60.8,6.2
"198","2017-01-09","노원구",7,3,0,60.8,6.2
"199","2017-01-09","도봉구",3,2.4,0,60.8,6.2
"200","2017-01-09","동대문구",2,3.2,0,60.8,6.2
"201","2017-01-09","동작구",2,3.1,0,60.8,6.2
"202","2017-01-09","마포구",4,2.1,0,60.8,6.2
"203","2017-01-09","서대문구",1,2,0,60.8,6.2
"204","2017-01-09","서초구",8,3.3,0,60.8,6.2
"205","2017-01-09","성동구",2,3.6,0,60.8,6.2
"206","2017-01-09","성북구",5,1.9,0,60.8,6.2
"207","2017-01-09","송파구",7,3.3,0,60.8,6.2
"208","2017-01-09","양천구",6,2.8,0,60.8,6.2
"209","2017-01-09","영등포구",3,3.2,0,60.8,6.2
"210","2017-01-09","용산구",3,2.9,0,60.8,6.2
"211","2017-01-09","은평구",1,0.9,0,60.8,6.2
"212","2017-01-09","종로구",4,-0.2,0,60.8,6.2
"213","2017-01-09","중구",5,0.6,0,60.8,6.2
"214","2017-01-09","중랑구",5,3.1,0,60.8,6.2
"215","2017-01-10","강남구",15,-1.7,0,45.1,9.1
"216","2017-01-10","강동구",1,-1.6,0,45.1,9.1
"217","2017-01-10","강북구",2,-2.2,0,45.1,9.1
"218","2017-01-10","강서구",5,-2.2,0,45.1,9.1
"219","2017-01-10","관악구",4,-3.4,0,45.1,9.1
"220","2017-01-10","광진구",3,-1.6,0,45.1,9.1
"221","2017-01-10","구로구",4,-2.4,0,45.1,9.1
"222","2017-01-10","금천구",3,-2.1,0,45.1,9.1
"223","2017-01-10","노원구",2,-3.1,0,45.1,9.1
"224","2017-01-10","도봉구",2,-2.5,0,45.1,9.1
"225","2017-01-10","동대문구",9,-1.5,0,45.1,9.1
"226","2017-01-10","동작구",7,-1.8,0,45.1,9.1
"227","2017-01-10","마포구",3,-2.7,0,45.1,9.1
"228","2017-01-10","서대문구",5,-3.2,0,45.1,9.1
"229","2017-01-10","서초구",7,-1.7,0,45.1,9.1
"230","2017-01-10","성동구",1,-1,0,45.1,9.1
"231","2017-01-10","성북구",2,NA,0,45.1,9.1
"232","2017-01-10","송파구",7,-1.5,0,45.1,9.1
"233","2017-01-10","양천구",4,-1.7,0,45.1,9.1
"234","2017-01-10","영등포구",6,-1.7,0,45.1,9.1
"235","2017-01-10","용산구",4,-1.9,0,45.1,9.1
"236","2017-01-10","은평구",2,-4.8,0,45.1,9.1
"237","2017-01-10","종로구",2,-5.1,0,45.1,9.1
"238","2017-01-10","중구",3,-4.2,0,45.1,9.1
"239","2017-01-10","중랑구",1,-1.8,0,45.1,9.1
"240","2017-01-11","강남구",11,-2.1,0,36.4,9.2
"241","2017-01-11","강동구",2,-2.6,0,36.4,9.2
"242","2017-01-11","강북구",1,-2.3,0,36.4,9.2
"243","2017-01-11","강서구",6,-2.6,0,36.4,9.2
"244","2017-01-11","관악구",3,-4.1,0,36.4,9.2
"245","2017-01-11","광진구",4,-2.1,0,36.4,9.2
"246","2017-01-11","구로구",3,-2.7,0,36.4,9.2
"247","2017-01-11","금천구",2,-2.6,0,36.4,9.2
"248","2017-01-11","노원구",3,-3.7,0,36.4,9.2
"249","2017-01-11","도봉구",4,-3.2,0,36.4,9.2
"250","2017-01-11","동대문구",9,-1.9,0,36.4,9.2
"251","2017-01-11","동작구",4,-2.8,0,36.4,9.2
"252","2017-01-11","마포구",7,-2.9,0,36.4,9.2
"253","2017-01-11","서대문구",5,-3.3,0,36.4,9.2
"254","2017-01-11","서초구",5,-1.8,0,36.4,9.2
"255","2017-01-11","성동구",2,-1.2,0,36.4,9.2
"256","2017-01-11","성북구",4,-3,0,36.4,9.2
"257","2017-01-11","송파구",10,-1.9,0,36.4,9.2
"258","2017-01-11","양천구",4,-1.8,0,36.4,9.2
"259","2017-01-11","영등포구",8,-1.8,0,36.4,9.2
"260","2017-01-11","용산구",4,-2,0,36.4,9.2
"261","2017-01-11","은평구",2,-5.7,0,36.4,9.2
"262","2017-01-11","종로구",9,-5.1,0,36.4,9.2
"263","2017-01-11","중구",4,-4.1,0,36.4,9.2
"264","2017-01-11","중랑구",7,-2.2,0,36.4,9.2
"265","2017-01-12","강남구",12,-0.8,0,43.1,8.6
"266","2017-01-12","강동구",2,-1.2,0,43.1,8.6
"267","2017-01-12","강북구",3,-1.4,0,43.1,8.6
"268","2017-01-12","강서구",3,-1,0,43.1,8.6
"269","2017-01-12","관악구",5,-1.6,0,43.1,8.6
"270","2017-01-12","광진구",1,-0.7,0,43.1,8.6
"271","2017-01-12","구로구",5,-1.1,0,43.1,8.6
"272","2017-01-12","금천구",3,-0.9,0,43.1,8.6
"273","2017-01-12","노원구",2,-2.3,0,43.1,8.6
"274","2017-01-12","도봉구",4,-2,0,43.1,8.6
"275","2017-01-12","동대문구",4,-0.7,0,43.1,8.6
"276","2017-01-12","동작구",8,-0.6,0,43.1,8.6
"277","2017-01-12","마포구",7,-1.3,0,43.1,8.6
"278","2017-01-12","서대문구",3,-1.5,0,43.1,8.6
"279","2017-01-12","서초구",6,-0.5,0,43.1,8.6
"280","2017-01-12","성동구",4,-0.1,0,43.1,8.6
"281","2017-01-12","성북구",3,-1.6,0,43.1,8.6
"282","2017-01-12","송파구",7,-0.7,0,43.1,8.6
"283","2017-01-12","양천구",6,-0.4,0,43.1,8.6
"284","2017-01-12","영등포구",7,-0.3,0,43.1,8.6
"285","2017-01-12","용산구",6,-0.5,0,43.1,8.6
"286","2017-01-12","은평구",3,-3.3,0,43.1,8.6
"287","2017-01-12","종로구",2,-3.7,0,43.1,8.6
"288","2017-01-12","중구",4,-3,0,43.1,8.6
"289","2017-01-12","중랑구",3,-1,0,43.1,8.6
"290","2017-01-13","강남구",10,-4.5,0,47.4,5.6
"291","2017-01-13","강동구",2,-4.9,0,47.4,5.6
"292","2017-01-13","강북구",2,-4.9,0,47.4,5.6
"293","2017-01-13","강서구",4,-5.2,0,47.4,5.6
"294","2017-01-13","관악구",4,-6.1,0,47.4,5.6
"295","2017-01-13","광진구",1,-4.5,0,47.4,5.6
"296","2017-01-13","구로구",5,-5.2,0,47.4,5.6
"297","2017-01-13","노원구",6,-5.3,0,47.4,5.6
"298","2017-01-13","도봉구",5,-5.4,0,47.4,5.6
"299","2017-01-13","동대문구",7,-4.2,0,47.4,5.6
"300","2017-01-13","동작구",9,-4.6,0,47.4,5.6
"301","2017-01-13","마포구",7,-5.3,0,47.4,5.6
"302","2017-01-13","서대문구",1,-5.7,0,47.4,5.6
"303","2017-01-13","서초구",10,-4.4,0,47.4,5.6
"304","2017-01-13","성동구",3,-3.7,0,47.4,5.6
"305","2017-01-13","성북구",6,-5.4,0,47.4,5.6
"306","2017-01-13","송파구",10,-4.3,0,47.4,5.6
"307","2017-01-13","양천구",3,-4.4,0,47.4,5.6
"308","2017-01-13","영등포구",6,-4.3,0,47.4,5.6
"309","2017-01-13","용산구",3,-4.7,0,47.4,5.6
"310","2017-01-13","은평구",1,-7,0,47.4,5.6
"311","2017-01-13","종로구",4,-7.8,0.5,47.4,5.6
"312","2017-01-13","중구",4,-6.7,0,47.4,5.6
"313","2017-01-13","중랑구",4,-4.7,0,47.4,5.6
"314","2017-01-14","강남구",14,-6.9,0,33.3,9.2
"315","2017-01-14","강동구",3,-6.9,0,33.3,9.2
"316","2017-01-14","강북구",4,-7.1,0,33.3,9.2
"317","2017-01-14","강서구",4,-7.4,0,33.3,9.2
"318","2017-01-14","관악구",6,-8.2,0,33.3,9.2
"319","2017-01-14","광진구",1,-6.7,0,33.3,9.2
"320","2017-01-14","구로구",7,-7.4,0,33.3,9.2
"321","2017-01-14","금천구",5,-7.7,0,33.3,9.2
"322","2017-01-14","노원구",5,-6.9,0,33.3,9.2
"323","2017-01-14","도봉구",1,-7.3,0,33.3,9.2
"324","2017-01-14","동대문구",1,-6.5,0,33.3,9.2
"325","2017-01-14","동작구",4,-6.6,0,33.3,9.2
"326","2017-01-14","마포구",4,-7.6,0,33.3,9.2
"327","2017-01-14","서대문구",1,-7.6,0,33.3,9.2
"328","2017-01-14","서초구",14,-6.7,0,33.3,9.2
"329","2017-01-14","성동구",4,-6,0,33.3,9.2
"330","2017-01-14","성북구",4,-7.9,0,33.3,9.2
"331","2017-01-14","송파구",8,-6.9,0,33.3,9.2
"332","2017-01-14","양천구",2,-6.8,0,33.3,9.2
"333","2017-01-14","영등포구",3,-6.5,0,33.3,9.2
"334","2017-01-14","용산구",3,-6.9,0,33.3,9.2
"335","2017-01-14","은평구",7,-9.6,0,33.3,9.2
"336","2017-01-14","종로구",2,-10.5,0,33.3,9.2
"337","2017-01-14","중구",3,-9.4,0,33.3,9.2
"338","2017-01-14","중랑구",2,-6.9,0,33.3,9.2
"339","2017-01-15","강남구",5,-4.9,0,35.3,9.2
"340","2017-01-15","강동구",4,-5.5,0,35.3,9.2
"341","2017-01-15","강북구",6,-5,0,35.3,9.2
"342","2017-01-15","강서구",7,-5.5,0,35.3,9.2
"343","2017-01-15","관악구",4,-8,0,35.3,9.2
"344","2017-01-15","광진구",4,-5,0,35.3,9.2
"345","2017-01-15","구로구",3,-5.8,0,35.3,9.2
"346","2017-01-15","노원구",7,-7.9,0,35.3,9.2
"347","2017-01-15","도봉구",2,-5.9,0,35.3,9.2
"348","2017-01-15","동대문구",5,-4.4,0,35.3,9.2
"349","2017-01-15","동작구",1,-6.5,0,35.3,9.2
"350","2017-01-15","마포구",7,-5.7,0,35.3,9.2
"351","2017-01-15","서대문구",2,-6.6,0,35.3,9.2
"352","2017-01-15","서초구",9,-4.7,0,35.3,9.2
"353","2017-01-15","성동구",1,-3.8,0,35.3,9.2
"354","2017-01-15","성북구",3,-5.8,0,35.3,9.2
"355","2017-01-15","송파구",10,-4.2,0,35.3,9.2
"356","2017-01-15","양천구",4,-4.7,0,35.3,9.2
"357","2017-01-15","영등포구",4,-4.6,0,35.3,9.2
"358","2017-01-15","용산구",7,-5,0,35.3,9.2
"359","2017-01-15","은평구",2,-9.3,0,35.3,9.2
"360","2017-01-15","종로구",3,-7.6,0,35.3,9.2
"361","2017-01-15","중구",3,-6.8,0,35.3,9.2
"362","2017-01-15","중랑구",3,-5,0,35.3,9.2
"363","2017-01-16","강남구",9,-2.3,0,37.6,9.2
"364","2017-01-16","강동구",2,-3.7,0,37.6,9.2
"365","2017-01-16","강북구",3,-2.9,0,37.6,9.2
"366","2017-01-16","강서구",13,-2.4,0,37.6,9.2
"367","2017-01-16","관악구",3,-5.6,0,37.6,9.2
"368","2017-01-16","광진구",4,-2.8,0,37.6,9.2
"369","2017-01-16","구로구",4,-3.3,0,37.6,9.2
"370","2017-01-16","금천구",2,-2.6,0,37.6,9.2
"371","2017-01-16","노원구",4,-6.8,0,37.6,9.2
"372","2017-01-16","도봉구",3,-3.9,0,37.6,9.2
"373","2017-01-16","동대문구",2,-2.3,0,37.6,9.2
"374","2017-01-16","동작구",4,-5.4,0,37.6,9.2
"375","2017-01-16","마포구",7,-2.3,0,37.6,9.2
"376","2017-01-16","서대문구",6,-3.4,0,37.6,9.2
"377","2017-01-16","서초구",10,-2.8,0,37.6,9.2
"378","2017-01-16","성동구",2,-1.1,0,37.6,9.2
"379","2017-01-16","성북구",9,-3.5,0,37.6,9.2
"380","2017-01-16","송파구",4,-2,0,37.6,9.2
"381","2017-01-16","양천구",7,-1.9,0,37.6,9.2
"382","2017-01-16","영등포구",8,-1.7,0,37.6,9.2
"383","2017-01-16","용산구",4,-2.1,0,37.6,9.2
"384","2017-01-16","은평구",3,-7.3,0,37.6,9.2
"385","2017-01-16","종로구",4,-4.3,0,37.6,9.2
"386","2017-01-16","중구",5,-3.9,0,37.6,9.2
"387","2017-01-16","중랑구",9,-2.6,0,37.6,9.2
"388","2017-01-17","강남구",6,-0.7,0,46.6,8.6
"389","2017-01-17","강동구",1,-2.1,0,46.6,8.6
"390","2017-01-17","강북구",2,-1,0,46.6,8.6
"391","2017-01-17","강서구",3,-0.6,0,46.6,8.6
"392","2017-01-17","관악구",3,-2.8,0,46.6,8.6
"393","2017-01-17","광진구",2,-1.4,0,46.6,8.6
"394","2017-01-17","구로구",4,-1.5,0,46.6,8.6
"395","2017-01-17","금천구",1,-0.7,0,46.6,8.6
"396","2017-01-17","노원구",3,-5,0,46.6,8.6
"397","2017-01-17","도봉구",6,NA,0,46.6,8.6
"398","2017-01-17","동대문구",5,-0.8,0,46.6,8.6
"399","2017-01-17","동작구",5,-2.9,0,46.6,8.6
"400","2017-01-17","마포구",4,-0.4,0,46.6,8.6
"401","2017-01-17","서대문구",3,-1.2,0,46.6,8.6
"402","2017-01-17","서초구",4,-0.9,0,46.6,8.6
"403","2017-01-17","성동구",2,0.4,0,46.6,8.6
"404","2017-01-17","성북구",5,-1.2,0,46.6,8.6
"405","2017-01-17","송파구",9,-0.4,0,46.6,8.6
"406","2017-01-17","양천구",3,-0.1,0,46.6,8.6
"407","2017-01-17","영등포구",5,0.2,0,46.6,8.6
"408","2017-01-17","용산구",4,-0.3,0,46.6,8.6
"409","2017-01-17","은평구",3,-4.8,0,46.6,8.6
"410","2017-01-17","종로구",5,-2.2,0,46.6,8.6
"411","2017-01-17","중구",1,-1.6,0,46.6,8.6
"412","2017-01-17","중랑구",6,-1.3,0,46.6,8.6
"413","2017-01-18","강남구",11,1,0,68.9,1.9
"414","2017-01-18","강동구",7,-0.7,0,68.9,1.9
"415","2017-01-18","강북구",4,0.3,0,68.9,1.9
"416","2017-01-18","강서구",8,0.6,0,68.9,1.9
"417","2017-01-18","관악구",7,-1.4,0,68.9,1.9
"418","2017-01-18","광진구",3,0.2,0,68.9,1.9
"419","2017-01-18","구로구",5,-0.1,0,68.9,1.9
"420","2017-01-18","금천구",1,0.9,0,68.9,1.9
"421","2017-01-18","노원구",12,-2.7,0,68.9,1.9
"422","2017-01-18","도봉구",2,-1,0,68.9,1.9
"423","2017-01-18","동대문구",4,0.8,0,68.9,1.9
"424","2017-01-18","동작구",5,-1,0,68.9,1.9
"425","2017-01-18","마포구",2,0.6,0,68.9,1.9
"426","2017-01-18","서대문구",5,-0.3,0,68.9,1.9
"427","2017-01-18","서초구",8,1.1,0,68.9,1.9
"428","2017-01-18","성동구",3,1.7,0,68.9,1.9
"429","2017-01-18","성북구",3,-0.3,0,68.9,1.9
"430","2017-01-18","송파구",6,1.3,0,68.9,1.9
"431","2017-01-18","양천구",4,1.2,0,68.9,1.9
"432","2017-01-18","영등포구",7,1.4,0,68.9,1.9
"433","2017-01-18","용산구",2,0.8,0,68.9,1.9
"434","2017-01-18","은평구",2,-3,0,68.9,1.9
"435","2017-01-18","종로구",3,-1.2,0,68.9,1.9
"436","2017-01-18","중구",4,-0.3,0,68.9,1.9
"437","2017-01-19","강남구",13,0.4,0,55.4,8.1
"438","2017-01-19","강북구",1,0,0,55.4,8.1
"439","2017-01-19","강서구",5,-0.4,0,55.4,8.1
"440","2017-01-19","관악구",3,-2.2,0,55.4,8.1
"441","2017-01-19","광진구",2,0.1,0,55.4,8.1
"442","2017-01-19","구로구",3,-0.8,0,55.4,8.1
"443","2017-01-19","금천구",1,0,0,55.4,8.1
"444","2017-01-19","도봉구",1,-1,0,55.4,8.1
"445","2017-01-19","동대문구",6,0.5,0,55.4,8.1
"446","2017-01-19","동작구",3,-1.3,0,55.4,8.1
"447","2017-01-19","마포구",5,-0.4,0,55.4,8.1
"448","2017-01-19","서대문구",4,-1,0,55.4,8.1
"449","2017-01-19","서초구",4,0,0,55.4,8.1
"450","2017-01-19","성동구",2,1.1,0,55.4,8.1
"451","2017-01-19","성북구",2,-0.7,0,55.4,8.1
"452","2017-01-19","송파구",9,0.8,0,55.4,8.1
"453","2017-01-19","양천구",4,0.3,0,55.4,8.1
"454","2017-01-19","영등포구",8,0.5,0,55.4,8.1
"455","2017-01-19","용산구",3,0.2,0,55.4,8.1
"456","2017-01-19","은평구",2,-3.4,0,55.4,8.1
"457","2017-01-19","종로구",2,-2,0,55.4,8.1
"458","2017-01-19","중구",3,-1.4,0,55.4,8.1
"459","2017-01-19","중랑구",5,0,0,55.4,8.1
"460","2017-01-20","강남구",7,-3.1,2.5,70.3,6
"461","2017-01-20","강동구",2,-3,3,70.3,6
"462","2017-01-20","강북구",1,-3.2,1.5,70.3,6
"463","2017-01-20","강서구",3,-3.7,3.5,70.3,6
"464","2017-01-20","광진구",1,-2.9,3,70.3,6
"465","2017-01-20","구로구",3,-3.7,3,70.3,6
