"","발생일","발생지_시군구","total사고건수","평균기온","일강수량","평균상대습도","합계일조시간"
"1724","2017-03-14","광진구",1,7.4,0,37.5,11.2
"1725","2017-03-14","구로구",6,6.1,0,37.5,11.2
"1726","2017-03-14","금천구",2,6.5,0,37.5,11.2
"1727","2017-03-14","노원구",1,5.7,0,37.5,11.2
"1728","2017-03-14","동대문구",7,7.9,0,37.5,11.2
"1729","2017-03-14","동작구",2,6,0,37.5,11.2
"1730","2017-03-14","마포구",4,6.1,0,37.5,11.2
"1731","2017-03-14","서대문구",1,5.8,0,37.5,11.2
"1732","2017-03-14","서초구",9,7,0,37.5,11.2
"1733","2017-03-14","성북구",4,6.3,0,37.5,11.2
"1734","2017-03-14","송파구",7,7.5,0,37.5,11.2
"1735","2017-03-14","양천구",5,7,0,37.5,11.2
"1736","2017-03-14","영등포구",6,7,0,37.5,11.2
"1737","2017-03-14","용산구",9,6.8,0,37.5,11.2
"1738","2017-03-14","은평구",3,3.4,0,37.5,11.2
"1739","2017-03-14","종로구",6,4.5,0,37.5,11.2
"1740","2017-03-14","중구",4,4.8,0,37.5,11.2
"1741","2017-03-14","중랑구",6,7.5,0,37.5,11.2
"1742","2017-03-15","강남구",12,7.4,0,34.9,11.2
"1743","2017-03-15","강동구",5,6.3,0,34.9,11.2
"1744","2017-03-15","강북구",7,7.1,0,34.9,11.2
"1745","2017-03-15","강서구",7,6.1,0,34.9,11.2
"1746","2017-03-15","관악구",4,4,0,34.9,11.2
"1747","2017-03-15","광진구",1,7.1,0,34.9,11.2
"1748","2017-03-15","구로구",3,6,0,34.9,11.2
"1749","2017-03-15","금천구",3,6.7,0,34.9,11.2
"1750","2017-03-15","노원구",4,3.9,0,34.9,11.2
"1751","2017-03-15","도봉구",2,6.2,0,34.9,11.2
"1752","2017-03-15","동대문구",1,7.3,0,34.9,11.2
"1753","2017-03-15","동작구",5,5.3,0,34.9,11.2
"1754","2017-03-15","마포구",3,6.7,0,34.9,11.2
"1755","2017-03-15","서대문구",5,5.9,0,34.9,11.2
"1756","2017-03-15","서초구",5,6.6,0,34.9,11.2
"1757","2017-03-15","성동구",2,7.8,0,34.9,11.2
"1758","2017-03-15","성북구",4,6,0,34.9,11.2
"1759","2017-03-15","송파구",7,7.3,0,34.9,11.2
"1760","2017-03-15","양천구",6,7.2,0,34.9,11.2
"1761","2017-03-15","영등포구",6,7.4,0,34.9,11.2
"1762","2017-03-15","용산구",4,7,0,34.9,11.2
"1763","2017-03-15","은평구",4,3.3,0,34.9,11.2
"1764","2017-03-15","종로구",4,4.8,0,34.9,11.2
"1765","2017-03-15","중구",8,5.6,0,34.9,11.2
"1766","2017-03-15","중랑구",4,7.2,0,34.9,11.2
"1767","2017-03-16","강남구",11,7.3,0,41.8,10.8
"1768","2017-03-16","강동구",4,6.6,0,41.8,10.8
"1769","2017-03-16","강북구",2,7.1,0,41.8,10.8
"1770","2017-03-16","강서구",2,6.7,0,41.8,10.8
"1771","2017-03-16","관악구",2,4.6,0,41.8,10.8
"1772","2017-03-16","광진구",3,7,0,41.8,10.8
"1773","2017-03-16","구로구",2,6.1,0,41.8,10.8
"1774","2017-03-16","금천구",1,6.6,0,41.8,10.8
"1775","2017-03-16","노원구",5,4.1,0,41.8,10.8
"1776","2017-03-16","도봉구",1,5.9,0,41.8,10.8
"1777","2017-03-16","동대문구",5,7.3,0,41.8,10.8
"1778","2017-03-16","동작구",4,5.3,0,41.8,10.8
"1779","2017-03-16","마포구",6,6.7,0,41.8,10.8
"1780","2017-03-16","서대문구",2,6.2,0,41.8,10.8
"1781","2017-03-16","서초구",9,6.2,0,41.8,10.8
"1782","2017-03-16","성북구",5,6.1,0,41.8,10.8
"1783","2017-03-16","송파구",5,7.2,0,41.8,10.8
"1784","2017-03-16","양천구",7,7.2,0,41.8,10.8
"1785","2017-03-16","영등포구",5,7.8,0,41.8,10.8
"1786","2017-03-16","용산구",2,7.2,0,41.8,10.8
"1787","2017-03-16","은평구",1,3.5,0,41.8,10.8
"1788","2017-03-16","종로구",3,4.8,0,41.8,10.8
"1789","2017-03-16","중구",3,5.8,0,41.8,10.8
"1790","2017-03-16","중랑구",2,7.2,0,41.8,10.8
"1791","2017-03-17","강남구",8,8.9,0,43.1,10.9
"1792","2017-03-17","강동구",2,7.8,0,43.1,10.9
"1793","2017-03-17","강북구",3,8.6,0,43.1,10.9
"1794","2017-03-17","강서구",5,7.9,0,43.1,10.9
"1795","2017-03-17","관악구",4,6.1,0,43.1,10.9
"1796","2017-03-17","광진구",4,8.6,0,43.1,10.9
"1797","2017-03-17","구로구",3,7.3,0,43.1,10.9
"1798","2017-03-17","금천구",2,8,0,43.1,10.9
"1799","2017-03-17","노원구",5,5.8,0,43.1,10.9
"1800","2017-03-17","도봉구",1,7.4,0,43.1,10.9
"1801","2017-03-17","동대문구",6,8.7,0,43.1,10.9
"1802","2017-03-17","동작구",4,7,0,43.1,10.9
"1803","2017-03-17","마포구",3,8.4,0,43.1,10.9
"1804","2017-03-17","서대문구",3,7.5,0,43.1,10.9
"1805","2017-03-17","서초구",4,7.9,0,43.1,10.9
"1806","2017-03-17","성동구",1,9.1,0,43.1,10.9
"1807","2017-03-17","성북구",4,7.8,0,43.1,10.9
"1808","2017-03-17","송파구",9,8.8,0,43.1,10.9
"1809","2017-03-17","양천구",3,8.7,0,43.1,10.9
"1810","2017-03-17","영등포구",8,9,0,43.1,10.9
"1811","2017-03-17","용산구",1,8.7,0,43.1,10.9
"1812","2017-03-17","은평구",2,5.2,0,43.1,10.9
"1813","2017-03-17","종로구",6,6.7,0,43.1,10.9
"1814","2017-03-17","중구",4,7.3,0,43.1,10.9
"1815","2017-03-17","중랑구",5,8.7,0,43.1,10.9
"1816","2017-03-18","강남구",9,10.5,0,34.1,9.2
"1817","2017-03-18","강동구",6,9.8,0,34.1,9.2
"1818","2017-03-18","강북구",5,10.4,0,34.1,9.2
"1819","2017-03-18","강서구",6,9.9,0,34.1,9.2
"1820","2017-03-18","관악구",6,8.4,0,34.1,9.2
"1821","2017-03-18","광진구",2,10.3,0,34.1,9.2
"1822","2017-03-18","구로구",1,8.9,0,34.1,9.2
"1823","2017-03-18","금천구",2,9.2,0,34.1,9.2
"1824","2017-03-18","도봉구",4,9.5,0,34.1,9.2
"1825","2017-03-18","동대문구",4,10.6,0,34.1,9.2
"1826","2017-03-18","동작구",4,9.1,0,34.1,9.2
"1827","2017-03-18","마포구",1,9.9,0,34.1,9.2
"1828","2017-03-18","서대문구",3,9.3,0,34.1,9.2
"1829","2017-03-18","서초구",5,10,0,34.1,9.2
"1830","2017-03-18","성동구",3,10.7,0,34.1,9.2
"1831","2017-03-18","성북구",4,9.4,0,34.1,9.2
"1832","2017-03-18","송파구",8,10.6,0,34.1,9.2
"1833","2017-03-18","양천구",5,10,0,34.1,9.2
"1834","2017-03-18","영등포구",6,10.3,0,34.1,9.2
"1835","2017-03-18","용산구",3,10.5,0,34.1,9.2
"1836","2017-03-18","은평구",5,7.3,0,34.1,9.2
"1837","2017-03-18","종로구",8,8,0,34.1,9.2
"1838","2017-03-18","중구",3,8.9,0,34.1,9.2
"1839","2017-03-18","중랑구",6,10.5,0,34.1,9.2
"1840","2017-03-19","강남구",6,11.7,0,36,10.9
"1841","2017-03-19","강동구",3,10.1,0,36,10.9
"1842","2017-03-19","강북구",3,11.2,0,36,10.9
"1843","2017-03-19","강서구",1,10.9,0,36,10.9
"1844","2017-03-19","관악구",1,8.7,0,36,10.9
"1845","2017-03-19","광진구",3,10.6,0,36,10.9
"1846","2017-03-19","구로구",7,10.2,0,36,10.9
"1847","2017-03-19","금천구",1,11.2,0,36,10.9
"1848","2017-03-19","노원구",6,7.5,0,36,10.9
"1849","2017-03-19","도봉구",1,9.9,0,36,10.9
"1850","2017-03-19","동대문구",6,11.3,0,36,10.9
"1851","2017-03-19","동작구",1,9.4,0,36,10.9
"1852","2017-03-19","마포구",5,11.4,0,36,10.9
"1853","2017-03-19","서대문구",3,10.7,0,36,10.9
"1854","2017-03-19","서초구",4,10.6,0,36,10.9
"1855","2017-03-19","성동구",2,11.9,0,36,10.9
"1856","2017-03-19","성북구",3,10.6,0,36,10.9
"1857","2017-03-19","송파구",5,11.8,0,36,10.9
"1858","2017-03-19","양천구",2,11.4,0,36,10.9
"1859","2017-03-19","영등포구",8,12,0,36,10.9
"1860","2017-03-19","용산구",1,11.5,0,36,10.9
"1861","2017-03-19","은평구",1,7.6,0,36,10.9
"1862","2017-03-19","종로구",1,9.9,0,36,10.9
"1863","2017-03-19","중구",1,10.5,0,36,10.9
"1864","2017-03-19","중랑구",2,11.4,0,36,10.9
"1865","2017-03-20","강남구",7,10.6,0,40.4,0
"1866","2017-03-20","강동구",3,9.9,0,40.4,0
"1867","2017-03-20","강북구",3,10.9,0,40.4,0
"1868","2017-03-20","강서구",3,10.8,0,40.4,0
"1869","2017-03-20","관악구",3,9,0,40.4,0
"1870","2017-03-20","광진구",4,10.5,0,40.4,0
"1871","2017-03-20","구로구",4,10,0,40.4,0
"1872","2017-03-20","금천구",2,10.5,0,40.4,0
"1873","2017-03-20","도봉구",3,9.7,0,40.4,0
"1874","2017-03-20","동대문구",4,11.1,0,40.4,0
"1875","2017-03-20","동작구",3,9.7,0,40.4,0
"1876","2017-03-20","마포구",5,11.1,0,40.4,0
"1877","2017-03-20","서대문구",1,10.5,0,40.4,0
"1878","2017-03-20","서초구",4,10.5,0,40.4,0
"1879","2017-03-20","성동구",4,11.1,0,40.4,0
"1880","2017-03-20","성북구",4,10.5,0,40.4,0
"1881","2017-03-20","송파구",9,10.9,0,40.4,0
"1882","2017-03-20","양천구",3,11,0,40.4,0
"1883","2017-03-20","영등포구",10,11.3,0,40.4,0
"1884","2017-03-20","용산구",1,10.8,0,40.4,0
"1885","2017-03-20","은평구",3,8.2,0,40.4,0
"1886","2017-03-20","종로구",1,9.5,0,40.4,0
"1887","2017-03-20","중구",3,9.9,0,40.4,0
"1888","2017-03-20","중랑구",4,11.1,0,40.4,0
"1889","2017-03-21","강남구",10,8.6,0,48.1,9.2
"1890","2017-03-21","강동구",2,8.4,0,48.1,9.2
"1891","2017-03-21","강북구",3,8.8,0,48.1,9.2
"1892","2017-03-21","강서구",7,7.9,0,48.1,9.2
"1893","2017-03-21","관악구",5,6.9,0,48.1,9.2
"1894","2017-03-21","광진구",4,8.6,0,48.1,9.2
"1895","2017-03-21","구로구",1,7.6,0,48.1,9.2
"1896","2017-03-21","금천구",2,7.9,0,48.1,9.2
"1897","2017-03-21","노원구",2,6.6,0,48.1,9.2
"1898","2017-03-21","도봉구",2,7.9,0,48.1,9.2
"1899","2017-03-21","동대문구",2,9,0,48.1,9.2
"1900","2017-03-21","동작구",4,8.1,0,48.1,9.2
"1901","2017-03-21","마포구",3,7.9,0,48.1,9.2
"1902","2017-03-21","서대문구",3,7.4,0,48.1,9.2
"1903","2017-03-21","서초구",3,8.3,0,48.1,9.2
"1904","2017-03-21","성동구",2,9,0,48.1,9.2
"1905","2017-03-21","성북구",5,7.8,0,48.1,9.2
"1906","2017-03-21","송파구",10,8.6,0,48.1,9.2
"1907","2017-03-21","양천구",2,8.6,0,48.1,9.2
"1908","2017-03-21","영등포구",4,8.4,0,48.1,9.2
"1909","2017-03-21","용산구",1,8.4,0,48.1,9.2
"1910","2017-03-21","은평구",4,5.6,0,48.1,9.2
"1911","2017-03-21","종로구",4,5.8,0,48.1,9.2
"1912","2017-03-21","중구",2,6.2,0,48.1,9.2
"1913","2017-03-21","중랑구",3,8.8,0,48.1,9.2
"1914","2017-03-22","강남구",9,9,0,32.8,10.3
"1915","2017-03-22","강동구",2,8,0,32.8,10.3
"1916","2017-03-22","강북구",2,8.4,0,32.8,10.3
"1917","2017-03-22","강서구",8,8.4,0,32.8,10.3
"1918","2017-03-22","관악구",2,5.8,0,32.8,10.3
"1919","2017-03-22","광진구",2,8.7,0,32.8,10.3
"1920","2017-03-22","구로구",2,7.5,0,32.8,10.3
"1921","2017-03-22","금천구",3,8,0,32.8,10.3
"1922","2017-03-22","노원구",10,6.2,0,32.8,10.3
"1923","2017-03-22","도봉구",9,7.4,0,32.8,10.3
"1924","2017-03-22","동대문구",5,9,0,32.8,10.3
"1925","2017-03-22","동작구",5,7,0,32.8,10.3
"1926","2017-03-22","마포구",2,8.1,0,32.8,10.3
"1927","2017-03-22","서대문구",3,7.4,0,32.8,10.3
"1928","2017-03-22","서초구",8,8.5,0,32.8,10.3
"1929","2017-03-22","성동구",4,9.4,0,32.8,10.3
"1930","2017-03-22","성북구",6,8,0,32.8,10.3
"1931","2017-03-22","송파구",7,8.9,0,32.8,10.3
"1932","2017-03-22","영등포구",10,9,0,32.8,10.3
"1933","2017-03-22","용산구",1,9,0,32.8,10.3
"1934","2017-03-22","은평구",2,5.3,0,32.8,10.3
"1935","2017-03-22","종로구",4,6.1,0,32.8,10.3
"1936","2017-03-22","중구",4,6.8,0,32.8,10.3
"1937","2017-03-22","중랑구",8,8.8,0,32.8,10.3
"1938","2017-03-23","강남구",9,10.2,0,34,8.6
"1939","2017-03-23","강동구",6,9.5,0,34,8.6
"1940","2017-03-23","강북구",4,10,0,34,8.6
"1941","2017-03-23","강서구",7,9.2,0,34,8.6
"1942","2017-03-23","관악구",5,7.7,0,34,8.6
"1943","2017-03-23","광진구",3,10,0,34,8.6
"1944","2017-03-23","구로구",4,8.9,0,34,8.6
"1945","2017-03-23","금천구",3,9.2,0,34,8.6
"1946","2017-03-23","노원구",4,7.4,0,34,8.6
"1947","2017-03-23","도봉구",4,9.2,0,34,8.6
"1948","2017-03-23","동대문구",6,10.2,0,34,8.6
"1949","2017-03-23","동작구",5,8.6,0,34,8.6
"1950","2017-03-23","마포구",4,9.3,0,34,8.6
"1951","2017-03-23","서대문구",6,8.8,0,34,8.6
"1952","2017-03-23","서초구",5,9.7,0,34,8.6
"1953","2017-03-23","성북구",3,9.3,0,34,8.6
"1954","2017-03-23","송파구",9,10.3,0,34,8.6
"1955","2017-03-23","양천구",4,10.1,0,34,8.6
"1956","2017-03-23","영등포구",7,10.1,0,34,8.6
"1957","2017-03-23","용산구",3,10,0,34,8.6
"1958","2017-03-23","은평구",2,6.6,0,34,8.6
"1959","2017-03-23","종로구",2,7.8,0,34,8.6
"1960","2017-03-23","중구",4,8.7,0,34,8.6
"1961","2017-03-23","중랑구",3,10.2,0,34,8.6
"1962","2017-03-24","강남구",15,9.4,0,41.4,7.9
"1963","2017-03-24","강동구",3,8.9,0,41.4,7.9
"1964","2017-03-24","강북구",2,9,0,41.4,7.9
"1965","2017-03-24","강서구",7,8.9,0,41.4,7.9
"1966","2017-03-24","관악구",6,7,0,41.4,7.9
"1967","2017-03-24","광진구",3,9.5,0,41.4,7.9
"1968","2017-03-24","구로구",4,8.5,0,41.4,7.9
"1969","2017-03-24","금천구",1,8.9,0,41.4,7.9
"1970","2017-03-24","노원구",3,6.7,0,41.4,7.9
"1971","2017-03-24","동대문구",4,9.5,0,41.4,7.9
"1972","2017-03-24","동작구",3,7.9,0,41.4,7.9
"1973","2017-03-24","마포구",7,9.4,0,41.4,7.9
"1974","2017-03-24","서대문구",4,8.7,0,41.4,7.9
"1975","2017-03-24","서초구",6,9.3,0,41.4,7.9
"1976","2017-03-24","성동구",5,10.2,0,41.4,7.9
"1977","2017-03-24","성북구",7,8.5,0,41.4,7.9
"1978","2017-03-24","송파구",6,9.9,0,41.4,7.9
"1979","2017-03-24","영등포구",3,9.9,0,41.4,7.9
"1980","2017-03-24","용산구",7,9.5,0,41.4,7.9
"1981","2017-03-24","은평구",1,6.3,0,41.4,7.9
"1982","2017-03-24","종로구",2,7.1,0,41.4,7.9
"1983","2017-03-24","중구",4,8.1,0,41.4,7.9
"1984","2017-03-24","중랑구",6,9.4,0,41.4,7.9
"1985","2017-03-25","강남구",6,8.8,0,41.1,5.9
"1986","2017-03-25","강동구",3,8.1,0,41.1,5.9
"1987","2017-03-25","강북구",2,8.5,0,41.1,5.9
"1988","2017-03-25","강서구",3,8,0,41.1,5.9
"1989","2017-03-25","관악구",8,6.4,0,41.1,5.9
"1990","2017-03-25","광진구",4,8.9,0,41.1,5.9
"1991","2017-03-25","구로구",3,7.5,0,41.1,5.9
"1992","2017-03-25","금천구",1,7.8,0,41.1,5.9
"1993","2017-03-25","노원구",2,6.6,0,41.1,5.9
"1994","2017-03-25","도봉구",2,7.7,0,41.1,5.9
"1995","2017-03-25","동대문구",7,9.1,0,41.1,5.9
"1996","2017-03-25","마포구",4,8.5,0,41.1,5.9
"1997","2017-03-25","서대문구",1,7.6,0,41.1,5.9
"1998","2017-03-25","서초구",4,8.6,0,41.1,5.9
"1999","2017-03-25","성동구",5,9.4,0,41.1,5.9
"2000","2017-03-25","송파구",3,9.2,0,41.1,5.9
"2001","2017-03-25","양천구",4,8.5,0,41.1,5.9
"2002","2017-03-25","영등포구",3,8.7,0,41.1,5.9
"2003","2017-03-25","용산구",5,8.8,0,41.1,5.9
"2004","2017-03-25","은평구",6,6,0,41.1,5.9
"2005","2017-03-25","종로구",1,6.3,0,41.1,5.9
"2006","2017-03-25","중구",5,7.6,0,41.1,5.9
"2007","2017-03-25","중랑구",1,9,0,41.1,5.9
"2008","2017-03-26","강남구",4,7.7,0,53.1,5.4
"2009","2017-03-26","강동구",1,7.7,0,53.1,5.4
"2010","2017-03-26","강북구",2,7.8,0,53.1,5.4
"2011","2017-03-26","강서구",6,7.1,0,53.1,5.4
"2012","2017-03-26","관악구",8,5.9,0,53.1,5.4
"2013","2017-03-26","광진구",3,7.9,0,53.1,5.4
"2014","2017-03-26","구로구",7,7,0,53.1,5.4
"2015","2017-03-26","금천구",5,6.9,0,53.1,5.4
"2016","2017-03-26","노원구",1,7.3,0,53.1,5.4
"2017","2017-03-26","도봉구",2,7.4,0,53.1,5.4
"2018","2017-03-26","동대문구",4,8.1,0,53.1,5.4
"2019","2017-03-26","마포구",3,7.8,0,53.1,5.4
"2020","2017-03-26","서초구",3,7.8,0,53.1,5.4
"2021","2017-03-26","성동구",1,8.2,0,53.1,5.4
"2022","2017-03-26","성북구",1,7,0,53.1,5.4
"2023","2017-03-26","송파구",1,8,0,53.1,5.4
"2024","2017-03-26","양천구",3,7.9,0,53.1,5.4
"2025","2017-03-26","영등포구",7,8.1,0,53.1,5.4
"2026","2017-03-26","용산구",3,7.8,0,53.1,5.4
"2027","2017-03-26","은평구",4,6.5,0,53.1,5.4
"2028","2017-03-26","종로구",2,5.5,0,53.1,5.4
"2029","2017-03-26","중구",1,6.2,0,53.1,5.4
"2030","2017-03-26","중랑구",2,7.9,0,53.1,5.4
"2031","2017-03-27","강남구",12,7.3,0,67.4,3.5
"2032","2017-03-27","강동구",3,6.6,1,67.4,3.5
"2033","2017-03-27","강북구",7,6.6,4,67.4,3.5
"2034","2017-03-27","강서구",5,7,0,67.4,3.5
"2035","2017-03-27","관악구",4,5.4,0,67.4,3.5
"2036","2017-03-27","광진구",2,7.3,0,67.4,3.5
"2037","2017-03-27","구로구",3,7.1,0,67.4,3.5
"2038","2017-03-27","금천구",3,7.2,0,67.4,3.5
"2039","2017-03-27","노원구",5,5.6,2.5,67.4,3.5
"2040","2017-03-27","도봉구",1,5.6,4.5,67.4,3.5
"2041","2017-03-27","동대문구",3,7.2,0.5,67.4,3.5
"2042","2017-03-27","동작구",5,6.8,0,67.4,3.5
"2043","2017-03-27","마포구",7,6.7,1,67.4,3.5
"2044","2017-03-27","서대문구",2,6.1,0,67.4,3.5
"2045","2017-03-27","서초구",6,7.3,0.5,67.4,3.5
"2046","2017-03-27","성동구",2,NA,0,67.4,3.5
"2047","2017-03-27","성북구",5,5.9,2.5,67.4,3.5
"2048","2017-03-27","송파구",5,7.7,0,67.4,3.5
"2049","2017-03-27","양천구",5,7.3,0,67.4,3.5
"2050","2017-03-27","영등포구",2,7.5,0,67.4,3.5
"2051","2017-03-27","용산구",4,7.3,1.5,67.4,3.5
"2052","2017-03-27","은평구",1,5,2,67.4,3.5
"2053","2017-03-27","종로구",4,4.1,0.5,67.4,3.5
"2054","2017-03-27","중구",2,5.4,0,67.4,3.5
"2055","2017-03-27","중랑구",3,7,1,67.4,3.5
"2056","2017-03-28","강남구",8,7.8,0,59.8,6.9
"2057","2017-03-28","강동구",1,6.7,0,59.8,6.9
"2058","2017-03-28","강북구",3,7,0,59.8,6.9
"2059","2017-03-28","강서구",4,7.7,0,59.8,6.9
"2060","2017-03-28","관악구",9,5.9,0,59.8,6.9
"2061","2017-03-28","광진구",3,7.5,0,59.8,6.9
"2062","2017-03-28","구로구",1,7.4,0,59.8,6.9
"2063","2017-03-28","금천구",2,7.7,0,59.8,6.9
"2064","2017-03-28","노원구",7,4.9,0,59.8,6.9
"2065","2017-03-28","도봉구",5,6.2,0,59.8,6.9
"2066","2017-03-28","동대문구",2,7.6,0,59.8,6.9
"2067","2017-03-28","동작구",3,6.7,0,59.8,6.9
"2068","2017-03-28","마포구",3,7.8,0,59.8,6.9
"2069","2017-03-28","서대문구",2,7.2,0,59.8,6.9
"2070","2017-03-28","서초구",5,7.8,0,59.8,6.9
"2071","2017-03-28","성동구",1,8.2,0,59.8,6.9
"2072","2017-03-28","성북구",5,6.7,0,59.8,6.9
"2073","2017-03-28","송파구",8,7.9,0,59.8,6.9
"2074","2017-03-28","양천구",4,8.4,0,59.8,6.9
"2075","2017-03-28","영등포구",9,8.3,0,59.8,6.9
"2076","2017-03-28","용산구",3,7.8,0,59.8,6.9
"2077","2017-03-28","은평구",3,5.1,0,59.8,6.9
"2078","2017-03-28","종로구",3,5.7,0,59.8,6.9
"2079","2017-03-28","중구",1,6.3,0,59.8,6.9
"2080","2017-03-28","중랑구",5,7.3,0,59.8,6.9
"2081","2017-03-29","강남구",15,9.4,0,54.9,10.8
"2082","2017-03-29","강동구",4,8.9,0,54.9,10.8
"2083","2017-03-29","강북구",4,9.4,0,54.9,10.8
"2084","2017-03-29","강서구",4,8.5,0,54.9,10.8
"2085","2017-03-29","관악구",3,6.9,0,54.9,10.8
"2086","2017-03-29","광진구",4,9.6,0,54.9,10.8
"2087","2017-03-29","구로구",5,8.1,0,54.9,10.8
"2088","2017-03-29","노원구",4,6,0,54.9,10.8
"2089","2017-03-29","도봉구",1,8.7,0,54.9,10.8
"2090","2017-03-29","동대문구",5,9.6,0,54.9,10.8
"2091","2017-03-29","동작구",4,8.8,0,54.9,10.8
"2092","2017-03-29","마포구",6,8.6,0,54.9,10.8
"2093","2017-03-29","서대문구",4,8.6,0,54.9,10.8
"2094","2017-03-29","서초구",5,9.4,0,54.9,10.8
"2095","2017-03-29","성동구",3,9.9,0,54.9,10.8
"2096","2017-03-29","성북구",1,8.5,0,54.9,10.8
"2097","2017-03-29","송파구",6,9.7,0,54.9,10.8
"2098","2017-03-29","양천구",2,9.5,0,54.9,10.8
"2099","2017-03-29","영등포구",5,9.6,0,54.9,10.8
"2100","2017-03-29","용산구",3,9.2,0,54.9,10.8
"2101","2017-03-29","은평구",2,6.9,0,54.9,10.8
"2102","2017-03-29","종로구",2,6.8,0,54.9,10.8
"2103","2017-03-29","중구",10,7.6,0,54.9,10.8
"2104","2017-03-29","중랑구",5,9.3,0,54.9,10.8
"2105","2017-03-30","강남구",9,11.8,0,50,9.1
"2106","2017-03-30","강동구",5,11,0,50,9.1
"2107","2017-03-30","강북구",3,11.6,0,50,9.1
"2108","2017-03-30","강서구",1,10.4,0,50,9.1
"2109","2017-03-30","관악구",1,9.1,0,50,9.1
"2110","2017-03-30","광진구",3,11.2,0,50,9.1
"2111","2017-03-30","구로구",2,9.9,0,50,9.1
"2112","2017-03-30","금천구",2,10.9,0,50,9.1
"2113","2017-03-30","노원구",5,9.4,0,50,9.1
"2114","2017-03-30","도봉구",1,10.8,0,50,9.1
"2115","2017-03-30","동대문구",9,11.9,0,50,9.1
"2116","2017-03-30","동작구",5,10.4,0,50,9.1
"2117","2017-03-30","마포구",5,10.7,0,50,9.1
"2118","2017-03-30","서대문구",1,10.3,0,50,9.1
"2119","2017-03-30","서초구",8,11,0,50,9.1
"2120","2017-03-30","성동구",5,12.1,0,50,9.1
"2121","2017-03-30","성북구",2,11,0,50,9.1
"2122","2017-03-30","송파구",7,11.7,0,50,9.1
"2123","2017-03-30","양천구",6,11.4,0,50,9.1
"2124","2017-03-30","영등포구",10,11.6,0,50,9.1
"2125","2017-03-30","용산구",3,11.3,0,50,9.1
"2126","2017-03-30","은평구",2,8.7,0,50,9.1
"2127","2017-03-30","종로구",3,9.9,0,50,9.1
"2128","2017-03-30","중구",5,10.3,0,50,9.1
"2129","2017-03-30","중랑구",3,11.8,0,50,9.1
"2130","2017-03-31","강남구",12,9.3,3.5,70.6,0.2
"2131","2017-03-31","강동구",2,8.4,5.5,70.6,0.2
"2132","2017-03-31","강북구",4,8.8,3,70.6,0.2
"2133","2017-03-31","강서구",4,9.4,0.5,70.6,0.2
"2134","2017-03-31","관악구",5,8.3,0.5,70.6,0.2
"2135","2017-03-31","광진구",6,9.1,5,70.6,0.2
"2136","2017-03-31","구로구",5,9.3,0,70.6,0.2
"2137","2017-03-31","금천구",2,9.5,0,70.6,0.2
"2138","2017-03-31","노원구",6,7.5,4,70.6,0.2
"2139","2017-03-31","도봉구",4,8.2,2,70.6,0.2
"2140","2017-03-31","동대문구",5,9.2,4,70.6,0.2
"2141","2017-03-31","동작구",3,9.6,1,70.6,0.2
"2142","2017-03-31","마포구",4,9.1,1.5,70.6,0.2
"2143","2017-03-31","서대문구",3,8.6,1.5,70.6,0.2
"2144","2017-03-31","서초구",5,9.5,2,70.6,0.2
"2145","2017-03-31","성동구",3,9.8,2.5,70.6,0.2
"2146","2017-03-31","성북구",3,8.3,2.5,70.6,0.2
"2147","2017-03-31","송파구",6,9.6,5,70.6,0.2
"2148","2017-03-31","양천구",3,10,0.5,70.6,0.2
"2149","2017-03-31","영등포구",9,10.1,0.5,70.6,0.2
"2150","2017-03-31","용산구",5,9.5,1,70.6,0.2
"2151","2017-03-31","은평구",3,7.7,2.5,70.6,0.2
"2152","2017-03-31","종로구",4,6.7,3.5,70.6,0.2
"2153","2017-03-31","중구",1,7.6,1.5,70.6,0.2
"2154","2017-03-31","중랑구",3,9,5.5,70.6,0.2
"2155","2017-04-01","강남구",10,9.3,1,60.5,10.3
"2156","2017-04-01","강동구",4,8.4,0.5,60.5,10.3
"2157","2017-04-01","강북구",8,8.2,1,60.5,10.3
"2158","2017-04-01","강서구",4,8.9,0.5,60.5,10.3
"2159","2017-04-01","관악구",5,7.5,0,60.5,10.3
"2160","2017-04-01","광진구",2,9.1,0.5,60.5,10.3
"2161","2017-04-01","구로구",3,8.8,0,60.5,10.3
"2162","2017-04-01","금천구",3,9.3,0,60.5,10.3
"2163","2017-04-01","노원구",7,7.5,0.5,60.5,10.3
"2164","2017-04-01","도봉구",2,7.3,2.5,60.5,10.3
"2165","2017-04-01","동대문구",2,9.1,1.5,60.5,10.3
"2166","2017-04-01","동작구",1,9.7,0,60.5,10.3
"2167","2017-04-01","마포구",5,9.2,0,60.5,10.3
"2168","2017-04-01","서대문구",5,8.7,1.5,60.5,10.3
"2169","2017-04-01","서초구",6,9.3,1,60.5,10.3
"2170","2017-04-01","성동구",3,9.6,0.5,60.5,10.3
"2171","2017-04-01","성북구",3,7.8,0,60.5,10.3
"2172","2017-04-01","송파구",8,9,0.5,60.5,10.3
"2173","2017-04-01","양천구",4,9.8,0.5,60.5,10.3
"2174","2017-04-01","영등포구",4,NA,0,60.5,10.3
"2175","2017-04-01","용산구",2,9.7,0,60.5,10.3
"2176","2017-04-01","은평구",3,7.4,0,60.5,10.3
"2177","2017-04-01","종로구",1,6.5,0,60.5,10.3
"2178","2017-04-01","중구",2,7.8,0,60.5,10.3
