"","발생일","발생지_시군구","사고건수"
"1","2017-01-01","강북구",1
"2","2017-01-01","노원구",1
"3","2017-01-01","동작구",1
"4","2017-01-01","서초구",1
"5","2017-01-01","송파구",1
"6","2017-01-01","양천구",1
"7","2017-01-01","용산구",1
"8","2017-01-01","중랑구",1
"9","2017-01-01","송파구",1
"10","2017-01-01","용산구",1
"11","2017-01-01","중랑구",1
"12","2017-01-01","강남구",1
"13","2017-01-01","강동구",1
"14","2017-01-01","강서구",1
"15","2017-01-01","동대문구",1
"16","2017-01-01","서초구",2
"17","2017-01-01","송파구",2
"18","2017-01-01","송파구",1
"19","2017-01-01","강남구",2
"20","2017-01-01","동대문구",1
"21","2017-01-01","용산구",1
"22","2017-01-01","종로구",1
"23","2017-01-01","강남구",1
"24","2017-01-01","금천구",2
"25","2017-01-01","서초구",1
"26","2017-01-01","영등포구",1
"27","2017-01-01","종로구",1
"28","2017-01-01","강서구",1
"29","2017-01-01","동작구",1
"30","2017-01-01","용산구",1
"31","2017-01-01","강북구",1
"32","2017-01-01","도봉구",1
"33","2017-01-01","강남구",1
"34","2017-01-01","광진구",1
"35","2017-01-01","중랑구",1
"36","2017-01-01","중구",1
"37","2017-01-01","관악구",1
"38","2017-01-01","구로구",1
"39","2017-01-01","영등포구",1
"40","2017-01-01","동작구",1
"41","2017-01-01","중랑구",1
"42","2017-01-01","동대문구",1
"43","2017-01-01","관악구",1
"44","2017-01-01","노원구",1
"45","2017-01-01","강서구",1
"46","2017-01-01","금천구",1
"47","2017-01-01","노원구",1
"48","2017-01-01","동대문구",1
"49","2017-01-01","종로구",1
"50","2017-01-01","강서구",1
"51","2017-01-01","강서구",1
"52","2017-01-01","동대문구",1
"53","2017-01-01","마포구",1
"54","2017-01-01","송파구",1
"55","2017-01-01","은평구",1
"56","2017-01-01","은평구",1
"57","2017-01-01","중랑구",1
"58","2017-01-01","강동구",1
"59","2017-01-01","광진구",1
"60","2017-01-01","마포구",1
"61","2017-01-01","용산구",1
"62","2017-01-01","강서구",1
"63","2017-01-01","금천구",1
"64","2017-01-01","동작구",1
"65","2017-01-01","강남구",1
"66","2017-01-01","강남구",1
"67","2017-01-01","영등포구",1
"68","2017-01-01","용산구",1
"69","2017-01-01","중랑구",1
"70","2017-01-02","강남구",1
"71","2017-01-02","강동구",1
"72","2017-01-02","동작구",1
"73","2017-01-02","영등포구",1
"74","2017-01-02","영등포구",1
"75","2017-01-02","강동구",1
"76","2017-01-02","광진구",1
"77","2017-01-02","강남구",1
"78","2017-01-02","은평구",1
"79","2017-01-02","광진구",1
"80","2017-01-02","마포구",1
"81","2017-01-02","강북구",1
"82","2017-01-02","강남구",1
"83","2017-01-02","마포구",1
"84","2017-01-02","송파구",1
"85","2017-01-02","중구",1
"86","2017-01-02","강북구",1
"87","2017-01-02","관악구",1
"88","2017-01-02","서초구",1
"89","2017-01-02","영등포구",1
"90","2017-01-02","강남구",1
"91","2017-01-02","광진구",1
"92","2017-01-02","마포구",1
"93","2017-01-02","서대문구",1
"94","2017-01-02","용산구",1
"95","2017-01-02","관악구",1
"96","2017-01-02","서초구",1
"97","2017-01-02","중구",1
"98","2017-01-02","강서구",1
"99","2017-01-02","구로구",1
"100","2017-01-02","도봉구",1
"101","2017-01-02","서초구",1
"102","2017-01-02","성동구",1
"103","2017-01-02","노원구",1
"104","2017-01-02","동대문구",1
"105","2017-01-02","강남구",1
"106","2017-01-02","동작구",1
"107","2017-01-02","영등포구",1
"108","2017-01-02","중랑구",1
"109","2017-01-02","노원구",1
"110","2017-01-02","성북구",1
"111","2017-01-02","성북구",1
"112","2017-01-02","용산구",1
"113","2017-01-02","중구",1
"114","2017-01-02","광진구",1
"115","2017-01-02","구로구",1
"116","2017-01-02","금천구",1
"117","2017-01-02","마포구",1
"118","2017-01-02","서대문구",1
"119","2017-01-02","성북구",1
"120","2017-01-02","은평구",1
"121","2017-01-02","종로구",1
"122","2017-01-02","강서구",1
"123","2017-01-02","강서구",1
"124","2017-01-02","구로구",1
"125","2017-01-02","금천구",1
"126","2017-01-02","서초구",1
"127","2017-01-02","송파구",1
"128","2017-01-02","강남구",1
"129","2017-01-02","도봉구",1
"130","2017-01-02","마포구",1
"131","2017-01-02","서초구",1
"132","2017-01-02","송파구",1
"133","2017-01-02","중랑구",1
"134","2017-01-02","강동구",1
"135","2017-01-02","강북구",1
"136","2017-01-02","강서구",1
"137","2017-01-02","구로구",1
"138","2017-01-02","노원구",1
"139","2017-01-02","동작구",1
"140","2017-01-02","마포구",1
"141","2017-01-02","송파구",1
"142","2017-01-02","영등포구",1
"143","2017-01-02","용산구",1
"144","2017-01-02","구로구",1
"145","2017-01-02","노원구",1
"146","2017-01-02","마포구",1
"147","2017-01-02","성동구",1
"148","2017-01-02","영등포구",1
"149","2017-01-02","종로구",1
"150","2017-01-02","광진구",1
"151","2017-01-02","마포구",1
"152","2017-01-03","강남구",1
"153","2017-01-03","강서구",1
"154","2017-01-03","구로구",1
"155","2017-01-03","금천구",1
"156","2017-01-03","금천구",1
"157","2017-01-03","동대문구",1
"158","2017-01-03","양천구",1
"159","2017-01-03","용산구",1
"160","2017-01-03","강남구",1
"161","2017-01-03","노원구",1
"162","2017-01-03","도봉구",1
"163","2017-01-03","서초구",1
"164","2017-01-03","서초구",1
"165","2017-01-03","강서구",1
"166","2017-01-03","동작구",1
"167","2017-01-03","양천구",1
"168","2017-01-03","강북구",1
"169","2017-01-03","마포구",1
"170","2017-01-03","영등포구",1
"171","2017-01-03","중랑구",1
"172","2017-01-03","도봉구",1
"173","2017-01-03","강남구",1
"174","2017-01-03","강남구",1
"175","2017-01-03","금천구",1
"176","2017-01-03","마포구",1
"177","2017-01-03","관악구",1
"178","2017-01-03","동작구",1
"179","2017-01-03","서초구",1
"180","2017-01-03","양천구",1
"181","2017-01-03","영등포구",1
"182","2017-01-03","영등포구",1
"183","2017-01-03","강남구",1
"184","2017-01-03","성동구",1
"185","2017-01-03","송파구",1
"186","2017-01-03","용산구",1
"187","2017-01-03","강남구",1
"188","2017-01-03","노원구",1
"189","2017-01-03","서대문구",1
"190","2017-01-03","성동구",1
"191","2017-01-03","광진구",1
"192","2017-01-03","중랑구",1
"193","2017-01-03","강남구",1
"194","2017-01-03","광진구",1
"195","2017-01-03","마포구",1
"196","2017-01-03","양천구",1
"197","2017-01-03","중랑구",1
"198","2017-01-03","도봉구",1
"199","2017-01-03","동대문구",1
"200","2017-01-03","서대문구",1
"201","2017-01-03","영등포구",1
"202","2017-01-03","동대문구",1
"203","2017-01-03","송파구",1
"204","2017-01-03","양천구",1
"205","2017-01-03","종로구",1
"206","2017-01-03","송파구",1
"207","2017-01-03","중구",1
"208","2017-01-03","관악구",1
"209","2017-01-03","동대문구",1
"210","2017-01-03","서초구",1
"211","2017-01-03","양천구",1
"212","2017-01-03","종로구",1
"213","2017-01-03","강서구",1
"214","2017-01-03","서초구",1
"215","2017-01-03","성동구",1
"216","2017-01-03","종로구",1
"217","2017-01-03","강남구",1
"218","2017-01-03","구로구",1
"219","2017-01-03","서초구",1
"220","2017-01-03","영등포구",1
"221","2017-01-03","영등포구",1
"222","2017-01-03","중구",1
"223","2017-01-03","중랑구",1
"224","2017-01-03","관악구",1
"225","2017-01-03","관악구",1
"226","2017-01-03","구로구",1
"227","2017-01-03","금천구",1
"228","2017-01-03","동대문구",1
"229","2017-01-03","마포구",1
"230","2017-01-03","강남구",2
"231","2017-01-03","금천구",1
"232","2017-01-03","마포구",1
"233","2017-01-03","송파구",1
"234","2017-01-03","양천구",1
"235","2017-01-03","관악구",1
"236","2017-01-03","성동구",1
"237","2017-01-03","은평구",1
"238","2017-01-03","종로구",1
"239","2017-01-04","강동구",1
"240","2017-01-04","영등포구",1
"241","2017-01-04","은평구",1
"242","2017-01-04","중구",1
"243","2017-01-04","강서구",1
"244","2017-01-04","양천구",1
"245","2017-01-04","영등포구",2
"246","2017-01-04","강남구",1
"247","2017-01-04","광진구",1
"248","2017-01-04","광진구",1
"249","2017-01-04","강남구",1
"250","2017-01-04","관악구",1
"251","2017-01-04","마포구",1
"252","2017-01-04","성북구",1
"253","2017-01-04","종로구",1
"254","2017-01-04","중랑구",1
"255","2017-01-04","종로구",1
"256","2017-01-04","강남구",1
"257","2017-01-04","강남구",1
"258","2017-01-04","용산구",1
"259","2017-01-04","강서구",1
"260","2017-01-04","관악구",1
"261","2017-01-04","구로구",1
"262","2017-01-04","동작구",1
"263","2017-01-04","동작구",1
"264","2017-01-04","서초구",1
"265","2017-01-04","영등포구",1
"266","2017-01-04","종로구",1
"267","2017-01-04","중구",1
"268","2017-01-04","강동구",1
"269","2017-01-04","노원구",1
"270","2017-01-04","동작구",1
"271","2017-01-04","송파구",1
"272","2017-01-04","양천구",1
"273","2017-01-04","양천구",1
"274","2017-01-04","노원구",1
"275","2017-01-04","마포구",1
"276","2017-01-04","은평구",1
"277","2017-01-04","중랑구",1
"278","2017-01-04","강북구",1
"279","2017-01-04","강서구",1
"280","2017-01-04","관악구",1
"281","2017-01-04","마포구",1
"282","2017-01-04","서초구",1
"283","2017-01-04","성북구",1
"284","2017-01-04","영등포구",1
"285","2017-01-04","강남구",1
"286","2017-01-04","관악구",1
"287","2017-01-04","노원구",1
"288","2017-01-04","도봉구",1
"289","2017-01-04","동작구",1
"290","2017-01-04","마포구",1
"291","2017-01-04","송파구",1
"292","2017-01-04","중구",1
"293","2017-01-04","강남구",1
"294","2017-01-04","금천구",1
"295","2017-01-04","동작구",1
"296","2017-01-04","마포구",1
"297","2017-01-04","서대문구",1
"298","2017-01-04","양천구",1
"299","2017-01-04","영등포구",1
"300","2017-01-04","송파구",1
"301","2017-01-04","송파구",1
"302","2017-01-04","종로구",1
"303","2017-01-04","마포구",1
"304","2017-01-04","중랑구",1
"305","2017-01-04","강남구",1
"306","2017-01-04","강북구",1
"307","2017-01-04","노원구",1
"308","2017-01-04","송파구",1
"309","2017-01-04","송파구",1
"310","2017-01-04","동대문구",1
"311","2017-01-04","서대문구",1
"312","2017-01-04","은평구",1
"313","2017-01-04","강서구",1
"314","2017-01-04","서대문구",1
"315","2017-01-04","송파구",1
"316","2017-01-04","양천구",1
"317","2017-01-04","영등포구",1
"318","2017-01-04","강동구",1
"319","2017-01-04","노원구",1
"320","2017-01-04","도봉구",1
"321","2017-01-04","동대문구",1
"322","2017-01-04","동작구",1
"323","2017-01-04","동작구",1
"324","2017-01-04","성동구",1
"325","2017-01-04","송파구",1
"326","2017-01-04","송파구",1
"327","2017-01-04","은평구",1
"328","2017-01-04","종로구",1
"329","2017-01-04","관악구",1
"330","2017-01-04","노원구",1
"331","2017-01-04","성북구",1
"332","2017-01-04","영등포구",1
"333","2017-01-04","중구",1
"334","2017-01-04","강남구",1
"335","2017-01-04","강서구",1
"336","2017-01-04","노원구",1
"337","2017-01-04","성동구",1
"338","2017-01-04","송파구",1
"339","2017-01-04","송파구",1
"340","2017-01-04","강동구",1
"341","2017-01-04","강서구",1
"342","2017-01-04","노원구",1
"343","2017-01-04","도봉구",1
"344","2017-01-04","동대문구",1
"345","2017-01-04","종로구",1
"346","2017-01-04","강동구",1
"347","2017-01-04","강서구",1
"348","2017-01-04","노원구",1
"349","2017-01-04","동작구",1
"350","2017-01-04","영등포구",1
"351","2017-01-04","강북구",1
"352","2017-01-04","강서구",1
"353","2017-01-05","노원구",1
"354","2017-01-05","도봉구",1
"355","2017-01-05","서대문구",1
"356","2017-01-05","성북구",1
"357","2017-01-05","성북구",1
"358","2017-01-05","중구",1
"359","2017-01-05","강북구",1
"360","2017-01-05","강서구",1
"361","2017-01-05","양천구",1
"362","2017-01-05","종로구",1
"363","2017-01-05","강남구",1
"364","2017-01-05","강북구",1
"365","2017-01-05","관악구",1
"366","2017-01-05","도봉구",1
"367","2017-01-05","송파구",1
"368","2017-01-05","영등포구",1
"369","2017-01-05","강남구",1
"370","2017-01-05","노원구",1
"371","2017-01-05","송파구",1
"372","2017-01-05","동대문구",1
"373","2017-01-05","마포구",1
"374","2017-01-05","관악구",1
"375","2017-01-05","마포구",1
"376","2017-01-05","서초구",1
"377","2017-01-05","송파구",1
"378","2017-01-05","양천구",1
"379","2017-01-05","강북구",1
"380","2017-01-05","마포구",1
"381","2017-01-05","성북구",1
"382","2017-01-05","중구",1
"383","2017-01-05","광진구",1
"384","2017-01-05","구로구",1
"385","2017-01-05","금천구",1
"386","2017-01-05","노원구",1
"387","2017-01-05","서대문구",1
"388","2017-01-05","성동구",1
"389","2017-01-05","성동구",1
"390","2017-01-05","성북구",1
"391","2017-01-05","송파구",1
"392","2017-01-05","양천구",1
"393","2017-01-05","용산구",1
"394","2017-01-05","은평구",1
"395","2017-01-05","중랑구",1
"396","2017-01-05","구로구",1
"397","2017-01-05","금천구",1
"398","2017-01-05","마포구",1
"399","2017-01-05","마포구",1
"400","2017-01-05","종로구",1
"401","2017-01-05","강남구",1
"402","2017-01-05","성북구",1
"403","2017-01-05","서대문구",1
"404","2017-01-05","송파구",1
"405","2017-01-05","송파구",1
"406","2017-01-05","양천구",1
"407","2017-01-05","종로구",1
"408","2017-01-05","강남구",1
"409","2017-01-05","강동구",1
"410","2017-01-05","양천구",1
"411","2017-01-05","영등포구",1
"412","2017-01-05","노원구",1
"413","2017-01-05","서대문구",1
"414","2017-01-05","강북구",1
"415","2017-01-05","영등포구",1
"416","2017-01-05","구로구",1
"417","2017-01-05","동대문구",1
"418","2017-01-05","동작구",1
"419","2017-01-05","강동구",1
"420","2017-01-05","강북구",1
"421","2017-01-05","강서구",1
"422","2017-01-05","강서구",2
"423","2017-01-05","관악구",1
"424","2017-01-05","금천구",1
"425","2017-01-05","도봉구",2
"426","2017-01-05","동대문구",1
"427","2017-01-05","동대문구",1
"428","2017-01-05","서초구",1
"429","2017-01-05","양천구",1
"430","2017-01-05","영등포구",1
"431","2017-01-05","중랑구",1
"432","2017-01-05","강남구",1
"433","2017-01-05","강동구",1
"434","2017-01-05","성북구",1
"435","2017-01-05","중구",1
"436","2017-01-05","관악구",1
"437","2017-01-05","구로구",1
"438","2017-01-05","구로구",1
"439","2017-01-05","마포구",1
"440","2017-01-05","마포구",1
"441","2017-01-05","서초구",1
"442","2017-01-05","양천구",1
"443","2017-01-05","성동구",1
"444","2017-01-05","성북구",1
"445","2017-01-05","구로구",1
"446","2017-01-05","동작구",1
"447","2017-01-05","강남구",1
"448","2017-01-05","서대문구",1
"449","2017-01-05","서초구",1
"450","2017-01-05","송파구",1
"451","2017-01-05","송파구",1
"452","2017-01-05","영등포구",1
"453","2017-01-05","중구",1
"454","2017-01-06","강동구",1
"455","2017-01-06","성동구",1
"456","2017-01-06","금천구",1
"457","2017-01-06","마포구",1
"458","2017-01-06","양천구",1
"459","2017-01-06","영등포구",1
"460","2017-01-06","관악구",2
"461","2017-01-06","강남구",1
"462","2017-01-06","서대문구",1
"463","2017-01-06","성북구",1
"464","2017-01-06","강남구",1
"465","2017-01-06","서대문구",1
"466","2017-01-06","성북구",1
"467","2017-01-06","광진구",1
"468","2017-01-06","광진구",1
"469","2017-01-06","구로구",1
"470","2017-01-06","노원구",1
"471","2017-01-06","서초구",1
"472","2017-01-06","서초구",1
"473","2017-01-06","송파구",1
"474","2017-01-06","양천구",1
"475","2017-01-06","강남구",1
"476","2017-01-06","구로구",1
"477","2017-01-06","송파구",1
"478","2017-01-06","은평구",1
"479","2017-01-06","강동구",1
"480","2017-01-06","광진구",1
"481","2017-01-06","동작구",1
"482","2017-01-06","동작구",1
"483","2017-01-06","송파구",1
"484","2017-01-06","양천구",1
"485","2017-01-06","은평구",1
"486","2017-01-06","강서구",1
"487","2017-01-06","강서구",1
"488","2017-01-06","강남구",2
"489","2017-01-06","강남구",1
"490","2017-01-06","강남구",1
"491","2017-01-06","마포구",1
"492","2017-01-06","강서구",2
"493","2017-01-06","마포구",1
"494","2017-01-06","강서구",1
"495","2017-01-06","양천구",1
"496","2017-01-06","강동구",1
"497","2017-01-06","광진구",1
"498","2017-01-06","동대문구",1
"499","2017-01-06","서초구",1
"500","2017-01-06","성동구",1
"501","2017-01-06","종로구",1
"502","2017-01-06","동작구",1
"503","2017-01-06","서초구",1
"504","2017-01-06","강남구",1
"505","2017-01-06","관악구",1
"506","2017-01-06","서초구",1
"507","2017-01-06","송파구",1
"508","2017-01-06","송파구",1
"509","2017-01-06","강남구",1
"510","2017-01-06","강서구",1
"511","2017-01-06","동대문구",1
"512","2017-01-06","강동구",1
"513","2017-01-06","구로구",1
"514","2017-01-06","구로구",1
"515","2017-01-06","노원구",1
"516","2017-01-06","동대문구",1
"517","2017-01-06","양천구",1
"518","2017-01-06","영등포구",1
"519","2017-01-06","중구",1
"520","2017-01-06","관악구",1
"521","2017-01-06","노원구",1
"522","2017-01-06","마포구",1
"523","2017-01-06","송파구",1
"524","2017-01-06","은평구",1
"525","2017-01-06","노원구",1
"526","2017-01-06","동작구",1
"527","2017-01-06","마포구",1
"528","2017-01-06","마포구",1
"529","2017-01-06","서초구",1
"530","2017-01-06","성동구",1
"531","2017-01-06","송파구",1
"532","2017-01-06","영등포구",1
"533","2017-01-06","구로구",1
"534","2017-01-06","도봉구",1
"535","2017-01-06","서초구",1
"536","2017-01-06","강동구",1
"537","2017-01-06","강서구",1
"538","2017-01-06","서대문구",1
"539","2017-01-06","송파구",1
"540","2017-01-06","용산구",1
"541","2017-01-06","동대문구",1
"542","2017-01-06","서초구",1
"543","2017-01-06","송파구",1
"544","2017-01-06","양천구",1
"545","2017-01-06","종로구",1
"546","2017-01-06","중랑구",1
"547","2017-01-07","노원구",1
"548","2017-01-07","서대문구",1
"549","2017-01-07","영등포구",1
"550","2017-01-07","종로구",1
"551","2017-01-07","강동구",1
"552","2017-01-07","강북구",1
"553","2017-01-07","성동구",1
"554","2017-01-07","송파구",1
"555","2017-01-07","용산구",1
"556","2017-01-07","강남구",1
"557","2017-01-07","강북구",1
"558","2017-01-07","서초구",1
"559","2017-01-07","강동구",1
"560","2017-01-07","관악구",1
"561","2017-01-07","노원구",1
"562","2017-01-07","노원구",1
"563","2017-01-07","송파구",1
"564","2017-01-07","영등포구",1
"565","2017-01-07","중랑구",1
"566","2017-01-07","마포구",1
"567","2017-01-07","용산구",1
"568","2017-01-07","은평구",1
"569","2017-01-07","종로구",1
"570","2017-01-07","강남구",1
"571","2017-01-07","금천구",1
"572","2017-01-07","동작구",1
"573","2017-01-07","성북구",1
"574","2017-01-07","은평구",1
"575","2017-01-07","마포구",1
"576","2017-01-07","양천구",1
"577","2017-01-07","은평구",1
"578","2017-01-07","중구",1
"579","2017-01-07","중구",1
"580","2017-01-07","도봉구",1
"581","2017-01-07","동작구",1
"582","2017-01-07","강서구",1
"583","2017-01-07","노원구",1
"584","2017-01-07","영등포구",1
"585","2017-01-07","영등포구",1
"586","2017-01-07","강남구",1
"587","2017-01-07","동대문구",1
"588","2017-01-07","은평구",1
"589","2017-01-07","강서구",1
"590","2017-01-07","도봉구",1
"591","2017-01-07","마포구",1
"592","2017-01-07","성북구",1
"593","2017-01-07","영등포구",1
"594","2017-01-07","용산구",1
"595","2017-01-07","금천구",1
"596","2017-01-07","도봉구",1
"597","2017-01-07","서초구",1
"598","2017-01-07","성동구",1
"599","2017-01-07","용산구",1
"600","2017-01-07","강남구",1
"601","2017-01-07","강남구",1
"602","2017-01-07","강남구",1
"603","2017-01-07","노원구",1
"604","2017-01-07","서초구",1
"605","2017-01-07","중구",1
"606","2017-01-07","관악구",1
"607","2017-01-07","동대문구",1
"608","2017-01-07","송파구",1
"609","2017-01-07","강동구",1
"610","2017-01-07","송파구",1
"611","2017-01-07","광진구",1
"612","2017-01-07","동작구",1
"613","2017-01-07","동작구",1
"614","2017-01-07","서초구",1
"615","2017-01-07","강남구",1
"616","2017-01-07","강동구",1
"617","2017-01-07","관악구",1
"618","2017-01-07","노원구",1
"619","2017-01-07","성북구",1
"620","2017-01-07","용산구",1
"621","2017-01-07","강서구",1
"622","2017-01-07","동대문구",1
"623","2017-01-07","동대문구",1
"624","2017-01-07","성북구",1
"625","2017-01-07","노원구",1
"626","2017-01-07","성동구",1
"627","2017-01-07","강남구",1
"628","2017-01-07","강북구",1
"629","2017-01-07","관악구",1
"630","2017-01-07","관악구",1
"631","2017-01-07","구로구",2
"632","2017-01-07","노원구",1
"633","2017-01-07","동대문구",1
"634","2017-01-07","동작구",1
"635","2017-01-07","송파구",1
"636","2017-01-07","영등포구",1
"637","2017-01-07","중랑구",1
"638","2017-01-07","구로구",1
"639","2017-01-07","금천구",1
"640","2017-01-07","마포구",1
"641","2017-01-07","서초구",1
"642","2017-01-07","중랑구",1
"643","2017-01-07","강남구",1
"644","2017-01-07","광진구",1
"645","2017-01-07","구로구",1
"646","2017-01-07","마포구",1
"647","2017-01-07","마포구",1
"648","2017-01-07","서초구",1
"649","2017-01-08","서대문구",1
"650","2017-01-08","영등포구",1
"651","2017-01-08","영등포구",1
"652","2017-01-08","중랑구",1
"653","2017-01-08","송파구",1
"654","2017-01-08","영등포구",1
"655","2017-01-08","중랑구",2
"656","2017-01-08","동작구",1
"657","2017-01-08","동작구",1
"658","2017-01-08","마포구",1
"659","2017-01-08","성동구",1
"660","2017-01-08","송파구",1
"661","2017-01-08","영등포구",1
"662","2017-01-08","은평구",1
"663","2017-01-08","강남구",1
"664","2017-01-08","동대문구",1
"665","2017-01-08","동대문구",1
"666","2017-01-08","동작구",1
"667","2017-01-08","마포구",1
"668","2017-01-08","영등포구",1
"669","2017-01-08","마포구",1
"670","2017-01-08","관악구",1
"671","2017-01-08","종로구",1
"672","2017-01-08","서대문구",1
"673","2017-01-08","양천구",1
"674","2017-01-08","강남구",1
"675","2017-01-08","강동구",1
"676","2017-01-08","양천구",1
"677","2017-01-08","중구",1
"678","2017-01-08","노원구",1
"679","2017-01-08","도봉구",1
"680","2017-01-08","서초구",1
"681","2017-01-08","중구",1
"682","2017-01-08","용산구",1
"683","2017-01-08","강동구",1
"684","2017-01-08","영등포구",1
"685","2017-01-08","성동구",1
"686","2017-01-08","영등포구",1
"687","2017-01-08","영등포구",1
"688","2017-01-08","동대문구",1
"689","2017-01-08","강북구",1
"690","2017-01-08","동대문구",1
"691","2017-01-08","동작구",1
"692","2017-01-08","송파구",1
"693","2017-01-08","강남구",1
"694","2017-01-08","강북구",2
"695","2017-01-08","성북구",1
"696","2017-01-08","성북구",1
"697","2017-01-08","은평구",1
"698","2017-01-08","강동구",1
"699","2017-01-08","노원구",2
"700","2017-01-08","동대문구",1
"701","2017-01-08","서초구",1
"702","2017-01-08","구로구",1
"703","2017-01-08","동대문구",1
"704","2017-01-08","동대문구",1
"705","2017-01-08","강동구",1
"706","2017-01-08","노원구",1
"707","2017-01-08","서초구",1
"708","2017-01-08","성동구",1
"709","2017-01-08","영등포구",1
"710","2017-01-08","중구",1
"711","2017-01-08","중랑구",1
"712","2017-01-08","동작구",1
"713","2017-01-08","송파구",1
"714","2017-01-08","송파구",1
"715","2017-01-08","강남구",1
"716","2017-01-08","서초구",1
"717","2017-01-08","성북구",1
"718","2017-01-09","은평구",1
"719","2017-01-09","성동구",1
"720","2017-01-09","성북구",1
"721","2017-01-09","양천구",1
"722","2017-01-09","종로구",1
"723","2017-01-09","강서구",1
"724","2017-01-09","마포구",1
"725","2017-01-09","서초구",1
"726","2017-01-09","금천구",1
"727","2017-01-09","동대문구",1
"728","2017-01-09","서초구",1
"729","2017-01-09","양천구",1
"730","2017-01-09","용산구",1
"731","2017-01-09","중랑구",1
"732","2017-01-09","강남구",1
"733","2017-01-09","강서구",1
"734","2017-01-09","마포구",1
"735","2017-01-09","양천구",1
"736","2017-01-09","강남구",1
"737","2017-01-09","강남구",1
"738","2017-01-09","동작구",1
"739","2017-01-09","강남구",1
"740","2017-01-09","서초구",1
"741","2017-01-09","중구",1
"742","2017-01-09","강서구",1
"743","2017-01-09","구로구",1
"744","2017-01-09","도봉구",1
"745","2017-01-09","양천구",1
"746","2017-01-09","종로구",1
"747","2017-01-09","강남구",1
"748","2017-01-09","강남구",2
"749","2017-01-09","강동구",1
"750","2017-01-09","강동구",1
"751","2017-01-09","서초구",1
"752","2017-01-09","성북구",1
"753","2017-01-09","송파구",1
"754","2017-01-09","영등포구",1
"755","2017-01-09","용산구",1
"756","2017-01-09","중랑구",1
"757","2017-01-09","성동구",1
"758","2017-01-09","종로구",1
"759","2017-01-09","서초구",1
"760","2017-01-09","강남구",1
"761","2017-01-09","강서구",1
"762","2017-01-09","구로구",1
"763","2017-01-09","노원구",1
"764","2017-01-09","노원구",1
"765","2017-01-09","노원구",1
"766","2017-01-09","동대문구",1
"767","2017-01-09","서초구",1
"768","2017-01-09","송파구",1
"769","2017-01-09","양천구",1
"770","2017-01-09","강남구",1
"771","2017-01-09","노원구",2
"772","2017-01-09","서초구",1
"773","2017-01-09","송파구",1
"774","2017-01-09","중구",1
"775","2017-01-09","도봉구",1
"776","2017-01-09","성북구",1
"777","2017-01-09","영등포구",1
"778","2017-01-09","중구",1
"779","2017-01-09","중랑구",1
"780","2017-01-09","강남구",1
"781","2017-01-09","광진구",1
"782","2017-01-09","노원구",1
"783","2017-01-09","도봉구",1
"784","2017-01-09","마포구",1
"785","2017-01-09","서대문구",1
"786","2017-01-09","중구",1
"787","2017-01-09","노원구",1
"788","2017-01-09","성북구",1
"789","2017-01-09","송파구",1
"790","2017-01-09","중랑구",1
"791","2017-01-09","중랑구",1
"792","2017-01-09","강서구",1
"793","2017-01-09","서초구",1
"794","2017-01-09","성북구",1
"795","2017-01-09","송파구",1
"796","2017-01-09","영등포구",1
"797","2017-01-09","종로구",1
"798","2017-01-09","강남구",1
"799","2017-01-09","강남구",1
"800","2017-01-09","강남구",1
"801","2017-01-09","강북구",1
"802","2017-01-09","구로구",1
"803","2017-01-09","동작구",1
"804","2017-01-09","마포구",1
"805","2017-01-09","송파구",1
"806","2017-01-09","중구",1
"807","2017-01-09","강남구",1
"808","2017-01-09","송파구",1
"809","2017-01-09","양천구",1
"810","2017-01-09","용산구",1
"811","2017-01-10","강남구",1
"812","2017-01-10","동대문구",1
"813","2017-01-10","서대문구",1
"814","2017-01-10","송파구",1
"815","2017-01-10","은평구",1
"816","2017-01-10","강남구",1
"817","2017-01-10","동대문구",1
"818","2017-01-10","동대문구",1
"819","2017-01-10","서초구",1
"820","2017-01-10","서초구",1
"821","2017-01-10","성북구",1
"822","2017-01-10","용산구",1
"823","2017-01-10","은평구",1
"824","2017-01-10","관악구",1
"825","2017-01-10","송파구",1
"826","2017-01-10","강남구",1
"827","2017-01-10","마포구",1
"828","2017-01-10","서초구",1
"829","2017-01-10","영등포구",1
"830","2017-01-10","용산구",1
"831","2017-01-10","강남구",1
"832","2017-01-10","성동구",1
"833","2017-01-10","강남구",1
"834","2017-01-10","강동구",1
"835","2017-01-10","동대문구",1
"836","2017-01-10","동작구",1
"837","2017-01-10","서초구",1
"838","2017-01-10","서초구",1
"839","2017-01-10","양천구",1
"840","2017-01-10","종로구",1
"841","2017-01-10","종로구",1
"842","2017-01-10","강남구",1
"843","2017-01-10","동대문구",1
"844","2017-01-10","서초구",1
"845","2017-01-10","영등포구",1
"846","2017-01-10","구로구",1
"847","2017-01-10","동대문구",1
"848","2017-01-10","동작구",2
"849","2017-01-10","강남구",1
"850","2017-01-10","도봉구",1
"851","2017-01-10","동대문구",1
"852","2017-01-10","관악구",1
"853","2017-01-10","관악구",1
"854","2017-01-10","구로구",1
"855","2017-01-10","용산구",1
"856","2017-01-10","강남구",1
"857","2017-01-10","동대문구",1
"858","2017-01-10","강남구",1
"859","2017-01-10","강남구",1
"860","2017-01-10","강서구",1
"861","2017-01-10","구로구",1
"862","2017-01-10","서대문구",1
"863","2017-01-10","영등포구",1
"864","2017-01-10","금천구",1
